SubjectCode,Session,Topic,Learning-Teaching Type,LO,ITU,Student Materials,S-Download,Student's Tasks,URLs
MAS291,45,"Test of Hypotheses for a Single Sample9.3 Tests on the Mean of a Normal Distribution, Variance Unknown",Offline,LO8,TU,Textbook Chapter 9,,Exercises Chapter 9Project,
MAS291,46,Test of Hypotheses for a Single Sample9.5 Tests on a Population Proportion,Offline,LO8,TU,Textbook Chapter 9,,Exercises Chapter 9Project,
MAS291,47,"Statistical Inference for Two Samples10.1 Inference on the Difference in Means of Two Normal Distributions, Variance Known",Offline,"LO7,LO8",TU,Textbook Chapter 10,,Exercises Chapter 10Project,
MAS291,48,"Statistical Inference for Two Samples10.2 Inference on the Difference in Means of Two Normal Distributions, Variance Unknown",Offline,"LO7,LO8",TU,Textbook Chapter 10,,Exercises Chapter 10Project,
MAS291,49,Statistical Inference for Two Samples10.6 Inference on the Two Proportions,Offline,"LO7,LO8",TU,Textbook Chapter 10,,Exercises Chapter 10Project,
MAS291,50,Statistical Inference for Two Samples10.6 Inference on the Two Proportions (Cont.),Offline,"LO7,LO8",TU,Textbook Chapter 10,,Exercises Chapter 10Project,
MAS291,51,Simple Linear Regression and Correlation11.1 Empirical Models,Offline,LO9,I,Textbook Chapter 11,,Exercises Chapter 11Project,
MAS291,52,Simple Linear Regression and Correlation11.2 Simple Linear Regression,Offline,LO9,I,Textbook Chapter 11,,Exercises Chapter 11Project,
MAS291,53,Simple Linear Regression and Correlation11.3 Properties of the Least Squares Estimators,Offline,LO9,ITU,Textbook Chapter 11,,Exercises Chapter 11Project,
MAS291,54,Simple Linear Regression and Correlation11.4 Hypothesis Tests in Simple Linear Regression,Offline,LO9,ITU,Textbook Chapter 11,,Exercises Chapter 11Project,
MAS291,55,Simple Linear Regression and Correlation11.8 Correlation,Offline,LO9,TU,Textbook Chapter 11,,Exercises Chapter 11Project,
MAS291,56,Simple Linear Regression and Correlation11.8 Correlation (Cont.),Offline,LO9,TU,Textbook Chapter 11,,Exercises Chapter 11Project,
MAS291,57,Project presentation,Offline,"LO7, LO8, LO9",U,,,Project,
MAS291,58,Project presentation (Cont.),Offline,"LO7, LO8, LO9",U,,,Project,
MAS291,59,Project presentation (Cont.),Offline,"LO7, LO8, LO9",U,,,Project,
MAS291,60,Progress Test 3,Offline,"LO7, LO8, LO9",U,,,,
AIL303m,1,Course Introduction1.1. A brief history of modern AI and its Application1.1.1. Introduction to AI and Machine Learning,Offline,CLO1,IT,"Slide , Videos of Introduction to Artificial Intelligence and Machine Learning",mat1,Read Slide and Watch Video,
AIL303m,2,1.1. A brief history of modern AI and its Application1.1.2. Modern AI: Applications and Machine Learning Workflow,Offline,CLO1,T,"Slide, Videos of Modern AI: Applications and the Machine Learning Workflow",FLM and Coursera,Read Slide and Watch Video,
AIL303m,3,1.2. Retrieving and Cleaning data1.2.1. Retrieving data1.2.2. Cleaning data,Offline,CLO1,T,"Slide, Videos of Retrieving Data and Cleaning Data",FLM and Coursera,Read Slide and Watch Video,
AIL303m,4,1.3. Exploratory Data Analysis and Feature Engineering1.3.1 Exploratory Data Analysis,Offline,CLO2,T,"Slide, Videos of Exploratory Data Analysis",FLM and Coursera,Read Slide and Watch Video,
AIL303m,5,1.3. Exploratory Data Analysis and Feature Engineering1.3.1 Exploratory Data Analysis,Offline,CLO2,T,"Slide, Videos of Exploratory Data Analysis",FLM and Coursera,Read Slide and Watch Video,
AIL303m,6,1.3. Exploratory Data Analysis and Feature Engineering1.3.2 Feature Engineering and VariableTransformation,Offline,CLO2,T,"Slide, Videos of  Feature Engineering and VariableTransformation",FLM and Coursera,Read Slide and Watch Video,
AIL303m,7,1.3. Exploratory Data Analysis and Feature Engineering1.3.2 Feature Engineering and VariableTransformation,Offline,CLO2,T,"Slide, Videos of  Feature Engineering and VariableTransformation",FLM and Coursera,Read Slide and Watch Video,
AIL303m,8,1.4 Inferential Statistics and Hypothesis Testing1.4.1 Estimation and Inference,Offline,CLO3,T,"Slide, Videos of Estimation and Inference, and Hypothesis Testing",FLM and Coursera,Read Slide and Watch Video,
AIL303m,9,1.4 Inferential Statistics and Hypothesis Testing1.4.2 Hypothesis Testing (Homework)1.3.3 Demo Lab Feature Engineering,Offline,CLO3,T,"Slide, Videos of Hypothesis Testing",FLM and Coursera,Read Slide and Watch Video,
AIL303m,10,Progress test 1Guiding mini Capstone,Offline,CLO10,U,- Content 1 - 9.- Progress test 1.- The mini capstone (.docx file),,- Review Content 1 - 9- Do Progress test 1,
AIL303m,11,2.1 Introduction to Supervised Machine Learning and Linear Regression2.1.1 Introduction to Supervised Machine Learning2.2 Data Splits and Cross Validation2.2.1 Training and Test Splits,Offline,CLO4,T,"Slide, Videos of Introduction to Supervised Machine Learning'Slide, Videos of Training and Test Splits",FLM and Coursera,Read Slide and Watch Video,
AIL303m,12,2.2 Data Splits and Cross Validation2.2.1 Training and Test Splits,Offline,CLO5,T,"Slide, Videos of Training and Test Splits",FLM and Coursera,Read Slide and Watch Video,
AIL303m,13,2.2 Data Splits and Cross Validation2.2.2 Cross Validation,Offline,CLO5,T,"Slide, Videos of Cross Validation",FLM and Coursera,Read Slide and Watch Video,
AIL303m,14,2.3 Linear Regression,Offline,CLO4,T,"Slide, Videos of Linear Regression",FLM and Coursera,Read Slide and Watch Video,
AIL303m,15,"2.4 Polynomial Regression2.5 Regression with Regularization Techniques2.5.1 Regularization TechniquesElastic Net, Recursive Feature Elimination (Homework)",Offline,CLO5,T,"Slide, Videos of Polynomial Regression'Slide, Videos of Regularization Techniques",FLM and Coursera,,
AIL303m,16,2.5 Regression with Regularization Techniques2.5.2 Polynomial Features and Regularization Demo,Offline,CLO5,T,"Slide, Videos of Regularization Techniques",FLM and Coursera,Read Slide and Watch Video,
AIL303m,17,2.5 Regression with Regularization Techniques2.5.2 Polynomial Features and Regularization Demo,Offline,CLO5,T,"Slide, Videos of Polynomial Features and Regularization Demo",FLM and Coursera,Read Slide and Watch Video,
AIL303m,18,2.5 Regression with Regularization Techniques2.5.3. Details of Regularization,Offline,CLO5,T,"Slide, Videos of Details of Regularization",FLM and Coursera,Read Slide and Watch Video,
AIL303m,19,Progress Test 2Review Lab 1,Offline,,U,- Content 11 - 19.- Progress test 2- Student's lab,,- Review Content 11 - 19- Do Progress test 2,
AIL303m,20,Review Lab 1,Offline,,U,Student's lab,,Presentation,
AIL303m,21,Review the mini Capstone,Offline,CLO10,U,Student's capstone,,Presentation,
AIL303m,22,3.1 Logistic Regression3.1.1 Logistic Regression: Introduction to Classification and Error Metrics,Offline,"CLO4, CLO5",T,"Slide, Videos of Logistic Regression: Introduction to Classification and Error Metrics",FLM and Coursera,Read Slide and Watch Video,
AIL303m,23,3.1 Logistic Regression3.1.2 Error Metrics3.1.3 Logistic Regression Labs,Offline,"CLO4, CLO5",T,"Slide, Videos of Error Metrics'Slide, Videos of Logistic Regression Labs",FLM and Coursera,Read Slide and Watch Video,
AIL303m,24,3.1 Logistic Regression3.1.2 Logistic Regression Labs,Offline,"CLO4, CLO5",T,"Slide, Videos of Logistic Regression Labs",FLM and Coursera,Read Slide and Watch Video,
AIL303m,25,3.2 K Nearest Neighbors3.2.1 K Nearest Neighbors,Offline,"CLO4, CLO5",T,"Slide, Videos of K Nearest Neighbors",FLM and Coursera,Presentation,
AIL303m,26,3.2 K Nearest Neighbors3.2.1 K Nearest Neighbors,Offline,"CLO4, CLO5",T,"Slide, Videos of K Nearest Neighbors",FLM and Coursera,Read Slide and Watch Video,
AIL303m,27,3.2 K Nearest Neighbors3.2.2 K Nearest Neighbors Labs,Offline,"CLO4, CLO5",T,"Slide, Videos of K Nearest Neighbors Labs",FLM and Coursera,Read Slide and Watch Video,
AIL303m,28,3.2 K Nearest Neighbors3.2.2 K Nearest Neighbors Labs,Offline,"CLO4, CLO5",T,"Slide, Videos of K Nearest Neighbors Labs",FLM and Coursera,Read Slide and Watch Video,
AIL303m,29,Review lab 2,Offline,,U,Student's lab 2,,Presentation,
AIL303m,30,Review the mini Capstone,Offline,CLO10,U,Student's capstone,FLM and Coursera,Presentation,
AIL303m,31,3.3 Support Vector Machines3.3.1 Support Vector Machines,Offline,"CLO4, CLO5",T,"Slide, Videos of Support Vector Machines",FLM and Coursera,Read Slide and Watch Video,
AIL303m,32,3.3 Support Vector Machines3.3.2 Support Vector Machines Kernels,Offline,"CLO4, CLO5",T,"Slide, Videos of Support Vector Machines Kernels",FLM and Coursera,Read Slide and Watch Video,
AIL303m,33,3.3 Support Vector Machines3.3.3 Support Vector Machines Labs,Offline,"CLO4, CLO5",T,"Slide, Videos of Support Vector Machines Labs",FLM and Coursera,Read Slide and Watch Video,
AIL303m,34,3.3 Support Vector Machines3.3.3 Support Vector Machines Labs,Offline,"CLO4, CLO5",T,"Slide, Videos of Support Vector Machines Labs",FLM and Coursera,Read Slide and Watch Video,
AIL303m,35,3.4 Decision Trees3.4.1 Decision Trees,Offline,"CLO4, CLO5",T,"Slide, Videos of Decision Trees",FLM and Coursera,Read Slide and Watch Video,
AIL303m,36,3.4 Decision Trees3.4.2 Decision Trees Labs,Offline,"CLO4, CLO5",T,"Slide, Videos of Decision Trees Labs",FLM and Coursera,Read Slide and Watch Video,
AIL303m,37,3.5 Ensemble Models3.5.1 Ensemble Based Methods and Bagging,Offline,"CLO4, CLO5",T,"Slide, Videos of Ensemble Based Methods and Bagging",FLM and Coursera,Read Slide and Watch Video,
AIL303m,38,3.5 Ensemble Models3.5.1 Ensemble Based Methods and Bagging,Offline,"CLO4, CLO5",T,"Slide, Videos of Random Forest",FLM and Coursera,Read Slide and Watch Video,
AIL303m,39,3.5 Ensemble Models3.5.2 Bagging Labs,Offline,"CLO4, CLO5",T,"Slide, Videos of Bagging Labs",FLM and Coursera,Read Slide and Watch Video,
AIL303m,40,3.5 Ensemble Models3.5.2 Bagging Labs,Offline,"CLO4, CLO5",T,"Slide, Videos of Bagging Labs",FLM and Coursera,Read Slide and Watch Video,
AIL303m,41,3.5 Ensemble Models3.5.3 Boosting and Stacking (Homework for Stacking),Offline,"CLO4, CLO5",T,"Slide, Videos of Boosting and Stacking",FLM and Coursera,Read Slide and Watch Video,
AIL303m,42,3.5 Ensemble Models3.5.4 Boosting and Stacking Labs,Offline,"CLO4, CLO5",T,"Slide, Videos of Boosting and Stacking Labs",FLM and Coursera,Read Slide and Watch Video,
AIL303m,43,3.6 Modeling Unbalanced Classes3.6.1 Model Interpretability (Homework)3.6.2 Modeling Unbalanced Classes,Offline,"CLO4, CLO5",T,"Slide, Videos of Model Interpretability",FLM and Coursera,Read Slide and Watch Video,
AIL303m,44,3.6 Modeling Unbalanced Classes3.6.2 Modeling Unbalanced Classes3.6.3 Practice Lab: Modeling Imbalanced Classes,Offline,CLO6,T,"Slide, Videos of Modeling Unbalanced Classes",,Read Slide and Watch Video,
AIL303m,45,Progress Test 3Review the mini capstone,Offline,CLO10,U,- Content 24 - 30 and 34 - 47.- Progress test 3- Student's capstone,,- Review Content 24 - 30 and 34 - 47- Do Progress test 3-,
AIL303m,46,Review the mini capstone,Offline,CLO10,U,Student's capstone,,Presentation,
AIL303m,47,4.1 Introduction to Unsupervised Learning and K Means4.1.1 Introduction to Unsupervised Learning4.1.2 K Means Clustering,Offline,"CLO7, CLO8",T,"Slide, Videos of Introduction to Unsupervised Learning, K Means Clustering",FLM and Coursera,Read Slide and Watch Video,
AIL303m,48,4.1 Introduction to Unsupervised Learning and K Means4.1.2 K Means Clustering4.1.3 K-Means Lab,Offline,CLO8,T,"Slide, Videos of K Means Clustering",FLM and Coursera,Read Slide and Watch Video,
AIL303m,49,4.2 Selecting a clustering algorithm4.2.1  Distance Metrics of Clustering Algorithms4.2.2 Common clustering algorithms4.2.2.1 Hierarchical Agglomerative Clustering,Offline,"CLO8, CLO9",T,"Slide, Videos of Computational hurdles of clustering algorithms",FLM and Coursera,Read Slide and Watch Video,
AIL303m,50,4.2 Selecting a clustering algorithm4.2.2.2 DBSCAN (homework)4.2.2.3 Mean-shift (howework)4.2.2.4Hierarchical Agglomerative Clustering Lab,Offline,"CLO8, CLO9",T,"Slide , Videos of Common clustering algorithms",FLM and Coursera,Read Slide and Watch Video,
AIL303m,51,4.2 Selecting a clustering algorithm4.2.3 Compare clustering algorithms,Offline,"CLO8, CLO9",T,"Slide, Video of Compare clustering algorithms",FLM and Coursera,Read Slide and Watch Video,
AIL303m,52,4.2 Selecting a clustering algorithm4.2.3 Compare clustering algorithmsClustering Demo,Offline,"CLO8, CLO9",T,"Slide, Video of Compare clustering algorithms",FLM and Coursera,Read Slide and Watch Video,
AIL303m,53,4.3 Dimensionality Reduction4.3.1 Dimensionality Reduction,Offline,"CLO8, CLO9",T,"Slide, Videos of Dimensionality Reduction",FLM and Coursera,Read Slide and Watch Video,
AIL303m,54,4.3 Dimensionality Reduction4.3.2 Principal Component Analysis,Offline,"CLO8, CLO9",T,"Slide, Videos of Principal Component Analysis and Matrix Factorization",FLM and Coursera,Read Slide and Watch Video,
AIL303m,55,4.3 Dimensionality Reduction4.3.2  Matrix Factorization (homework)4.3.3 Principal Component Analysis Lab,Offline,"CLO8, CLO9",T,"Slide, Videos of Principal Component Analysis and Matrix Factorization",,Read Slide and Watch Video,
AIL303m,56,Progress test 4Review mini Capstone,Offline,CLO10,U,- Content 50 - 58.- Progress test 4- Student's projects and ppt.,,- Review Content 50 - 58.- Do Progress test 4-,
AIL303m,57,Review the mini Capstone,Offline,CLO10,U,Student's capstone and ppt.,,Presentation,
AIL303m,58,Review the mini Capstone,Offline,CLO10,U,Student's capstone and ppt.,,Presentation,
AIL303m,59,Review,Offline,,U,All Slides,FLM and Coursera,Review Slide,
AIL303m,60,Review,Offline,,U,All Slides,FLM and Coursera,Review Slide,
CPV301,1,Introduction:1.1 Welcome to Computer Vision,Offline,LO1,I,"Textbook, slides",mat1,"Study materials, implement sample examples",
CPV301,2,Introduction:1.2 Computer vision overviews,Offline,LO1,I,"Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,3,Image formation2.1 Geometric primitives and transformations,Offline,LO2,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,4,Image formation2.1 Geometric primitives and transformations,Offline,LO2,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,5,Image formation2.2 Photometric image formation,Offline,LO2,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,6,Image formation2.2 Photometric image formation,Offline,LO2,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,7,Image formation2.3 The digital camera,Offline,LO2,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,8,Image formation2.3 The digital camera,Offline,LO2,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,9,Lab 1 assistance,Offline,"LO1, LO2",U,"Textbook, slides,assignment's questions",FLM and suggested online-drive,,
CPV301,10,Lab 1 assistance,Offline,"LO1, LO2",U,"Textbook, slides,assignment's questions",FLM and suggested online-drive,,
CPV301,11,Image processing3.1 Point operators,Offline,LO3,"I,T","Textbook, slides, lab's questions",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,12,Image processing3.1 Point operators,Offline,LO3,"I,T","Textbook, slides, lab's questions",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,13,Image processing3.2 Linear filtering,Offline,L03,"I, T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,14,Image processing3.2 Linear filtering,Offline,L03,"I, T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,15,Image processing3.3 Fourier transforms,Offline,LO3,"I, T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,16,Image processing3.3 Fourier transforms,Offline,LO3,"I, T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,17,Image processing3.4 Geometric transformations,Offline,LO3,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,18,Image processing3.4 Geometric transformations,Offline,LO3,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,19,Lab 2 assistance,Offline,"LO2, LO3",U,"Textbook, slides,assignment's questions",FLM and suggested online-drive,,
CPV301,20,Lab 2 assistance,Offline,"LO2, LO3",U,"Textbook, slides,assignment's questions",FLM and suggested online-drive,,
CPV301,21,Feature detection and matching4.1 Points and patches,Offline,"LO3, LO4","I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,22,Feature detection and matching4.1 Points and patches,Offline,"LO3, LO4","I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,23,Feature detection and matching4.2 Edges,Offline,LO4,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,24,Feature detection and matching4.2 Edges,Offline,LO4,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,25,Feature detection and matching4.3 Lines,Offline,LO4,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,26,Feature detection and matching4.3 Lines,Offline,LO4,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,27,Lab 3 assistanceProgress test 1,Offline,"LO1, LO2, LO3, LO4",U,"Textbook, slides,assignment's questions",FLM and suggested online-drive,,
CPV301,28,Lab 3 assistanceProgress test 1,Offline,"LO1, LO2, LO3, LO4",U,"Textbook, slides,assignment's questions",FLM and suggested online-drive,,
CPV301,29,Segmentation5.1 Active contours,Offline,"LO4, LO5","I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,30,Segmentation5.1 Active contours,Offline,"LO4, LO5","I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,31,Segmentation5.2 Split and merge,Offline,LO5,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,32,Segmentation5.2 Split and merge,Offline,LO5,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,33,Segmentation5.3 Mean shift and mode finding,Offline,LO5,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,34,Segmentation5.3 Mean shift and mode finding,Offline,LO5,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,35,Lab 4 assistance,Offline,"LO3, LO4, LO5",U,"Textbook, slides, lab's questions",FLM and suggested online-drive,,
CPV301,36,Lab 4 assistance,Offline,"LO3, LO4, LO5",U,"Textbook, slides, lab's questions",FLM and suggested online-drive,,
CPV301,37,Feature-based alignment6.1 2D and 3D feature-based alignment,Offline,LO6,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,38,Feature-based alignment6.1 2D and 3D feature-based alignment,Offline,LO6,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,39,Lab 5 assistance,Offline,"L04, LO6",U,"Textbook, slides,assignment's questions",FLM and suggested online-drive,,
CPV301,40,Lab 5 assistance,Offline,"L04, LO6",U,"Textbook, slides,assignment's questions",FLM and suggested online-drive,,
CPV301,41,Image stitching7.1 Motion models,Offline,LO7,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,42,Image stitching7.2 Global alignment,Offline,LO7,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,43,Lab 6 assistance,Offline,LO7,U,"Textbook, slides,assignment's questions",FLM and suggested online-drive,,
CPV301,44,Lab 6 assistance,Offline,LO7,U,"Textbook, slides,assignment's questions",FLM and suggested online-drive,,
CPV301,45,Detection8.1 Object detection,Offline,LO8,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,46,Detection8.1 Object detection,Offline,LO8,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,47,Recognition9.1 Face recognition,Offline,LO9,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,48,Recognition9.1 Face recognition,Offline,LO9,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,49,Recognition9.2 Object tracking,Offline,LO9,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,50,Recognition9.2 Object tracking,Offline,LO9,"I,T","Textbook, slides",FLM and suggested online-drive,"Study materials, implement sample examples",
CPV301,51,Lab 7 assistance,Offline,"LO5, LO8, LO9",U,"Textbook, slides,assignment's questions",FLM and suggested online-drive,,
CPV301,52,Lab 8 assistance,Offline,"LO5, LO8, LO9",U,"Textbook, slides,assignment's questions",FLM and suggested online-drive,,
CPV301,53,Progress test 2+ workshop evaluation,Offline,"LO5, LO6, LO7, LO8, LO9",U,"Textbook, slides",FLM and suggested online-drive,,
CPV301,54,Progress test 2+ workshop evaluation,Offline,"LO5, LO6, LO7, LO8, LO9",U,"Textbook, slides",FLM and suggested online-drive,,
CPV301,55,Review,Offline,"LO1,LO2,LO3,LO4,LO5,LO6,LO7,LO8,LO9","I,T","Textbook, slides",FLM and suggested online-drive,,
CPV301,56,Review,Offline,"LO1,LO2,LO3,LO4,LO5,LO6,LO7,LO8,LO9","I,T","Textbook, slides",FLM and suggested online-drive,,
CPV301,57,Assignment Evaluation,Offline,,U,,FLM and suggested online-drive,,
CPV301,58,Assignment Evaluation,Offline,,U,,FLM and suggested online-drive,,
CPV301,59,Practical Exam,Offline,"LO2,LO3,LO4,LO5,LO6,LO7,LO8,LO9",U,,FLM and suggested online-drive,,
CPV301,60,Review courseResults,Offline,"LO01,LO2,LO3,LO4,LO5,LO6,LO7,LO8,LO9",U,,FLM and suggested online-drive,,
DAP391m,1,Course Introduction,Offline,CLO 1,I,- Slides: Introduction,mat1,Read slide introductionSyllabus  DAP391m,
DAP391m,2,1.1. Data Analysis with Python- importing Datasets 1,Offline,CLO 1,T,- Slides: Chapter 1.1,mat2,Read Chapter 1.1,
DAP391m,3,1.2. Data Analysis with Python- importing Datasets 2,Offline,CLO 1,T,- Slides: Chapter 1.2,drive.google.com,Read Chapter 1.2,
DAP391m,4,1.4 Data Analysis with Python- Data Wrangling 1,Offline,CLO 1,T,- slide chapter 1.3,drive.google.com,Read chapter 1.3,
DAP391m,5,1.4 Data Analysis with Python- Data Wrangling 2,Offline,CLO 1,T,- slide chapter 1.4,drive.google.com,Read Chapter 1.4,
DAP391m,6,1.5 Data Analysis with Python- Exploratory Data Analysis 1,Offline,CLO 1,T,- slide chapter 1.5,drive.google.com,Read Chapter 1.5,
DAP391m,7,1.6 Data Analysis with Python- Exploratory Data Analysis 2,Offline,CLO 1,T,- slide chapter 1.6,drive.google.com,Read Chapter 1.6,
DAP391m,8,1. 7 Data Analysis with Python- Model Development 1,Offline,CLO 1,T,- slide chapter 1.7,drive.google.com,Read Chapter 1.7,
DAP391m,9,1.8 Data Analysis with Python- Model Development 2,Offline,CLO 1,T,- slide chapter 1.8,drive.google.com,Read Chapter 1.8,
DAP391m,10,1.9 Data Analysis with Python- Model Evaluation 1,Offline,CLO 1,T,- slide chapter 1.9,drive.google.com,Read Chapter 1.9,
DAP391m,11,1.10 Data Analysis with Python- Model Evaluation 2,Offline,CLO 1,T,- slide chapter 1.10,drive.google.com,Read Chapter 1.10,
DAP391m,12,Lab 1a: Data Analysis with Python,Offline,CLO 2,TU,"- slide chapter 1, lab 1",drive.google.com,Read Lab 1,
DAP391m,13,Lab 1b: Data Analysis with Python,Offline,CLO 2,TU,"- slide chapter 1, lab 1",drive.google.com,Read Lab 1,
DAP391m,14,Lab 1c: Data Analysis with Python,Offline,CLO 2,TU,"- slide chapter 1, lab 1",drive.google.com,Read Lab 1,
DAP391m,15,Lab 1d: Data Analysis with Python,Offline,CLO 2,TU,"- slide chapter 1, lab 1",drive.google.com,Read Lab 1,
DAP391m,16,Lab 1e: Data Analysis with Python,Offline,CLO 2,TU,"- slide chapter 1, lab 1",drive.google.com,Read Lab 1,
DAP391m,17,2.1 Data Visualization with Python- Introduction to Data Visualization Tools 1,Offline,CLO 3,T,- slide chapter  2.1,drive.google.com,Read Chapter 2.1,
DAP391m,18,2.2 Data Visualization with Python- Introduction to Data Visualization Tools 2,Offline,CLO 3,T,- slide chapter 2.2,drive.google.com,Read Chapter  2.2,
DAP391m,19,2.3 Data Visualization with Python- Basic and Specialized Visualization Tools 1,Offline,CLO 3,T,- slide chapter 2.3,drive.google.com,Read Chapter  2.3,
DAP391m,20,2.4 Data Visualization with Python- Basic and Specialized Visualization Tools 2,Offline,CLO 3,T,- slide chapter 2.4,drive.google.com,Read Chapter  2.4,
DAP391m,21,2.5 Advanced Visualizations and Geospatial Data 1,Offline,CLO 3,T,- slide chapter 2.5,drive.google.com,Read Chapter  2.5,
DAP391m,22,2.6 Advanced Visualizations and Geospatial Data 2,Offline,CLO 3,T,- slide chapter 2.6,drive.google.com,Read Chapter  2.6,
DAP391m,23,2.7 Data Visualization with Python- Creating Dashboards with Plotly and Dash 1,Offline,CLO 3,T,- slide chapter 2.7,drive.google.com,Read Chapter  2.7,
DAP391m,24,2.8 Data Visualization with Python- Creating Dashboards with Plotly and Dash 2,Offline,CLO 3,T,- slide chapter 2.8,drive.google.com,Read Chapter  2.8,
DAP391m,25,Lab 2a: Data Visualization with Python,Offline,CLO 4,TU,"- slide chapter  2, lab 2",drive.google.com,"Read chapter 2, lab 2",
DAP391m,26,Lab 2b: Data Visualization with Python,Offline,CLO 4,TU,"- slide chapter  2, lab 2",drive.google.com,"Read chapter 2, lab 2",
DAP391m,27,Lab 3a: Data Visualization with Python,Offline,CLO 4,TU,"- slide chapter  2, lab 3",drive.google.com,"Read chapter 2, lab 3",
DAP391m,28,Lab 3b: Data Visualization with Python,Offline,CLO 4,TU,"- slide chapter  2, lab 3",drive.google.com,"Read chapter 2, lab 3",
DAP391m,29,Lab 3c: Data Visualization with Python,Offline,CLO 4,TU,"- slide chapter  2, lab 3",drive.google.com,"Read chapter 2, lab 3",
DAP391m,30,3.1 Building AI Applications with Watson APIs- Introduction 1,Offline,CLO 5,T,- slide chapter 3.1,drive.google.com,Read Chapter 3.1,
DAP391m,31,3.2 Building AI Applications with Watson APIs- Introduction 2,Offline,CLO 5,T,- slide chapter 3.2,drive.google.com,Read Chapter 3.2,
DAP391m,32,3.3 Building AI Applications with Watson APIs- Giving it a Voice 1,Offline,CLO 5,T,- slide chapter 3.3,drive.google.com,Read Chapter 3.3,
DAP391m,33,3.4 Building AI Applications with Watson APIs- Giving it a Voice 2,Offline,CLO 5,T,- slide chapter 3.4,drive.google.com,Read Chapter 3.4,
DAP391m,34,3.5 Building AI Applications with Watson APIs- Deployment 1,Offline,CLO 5,T,- slide chapter 3.5,drive.google.com,Read Chapter 3.5,
DAP391m,35,3.6 Building AI Applications with Watson APIs- Deployment 2,Offline,CLO 5,T,- slide chapter  3.6,drive.google.com,Read chapter  3.6,
DAP391m,36,3.7 Create Db2 service instance,Offline,CLO 5,T,- slide chapter  3.7,drive.google.com,Read chapter  3.7,
DAP391m,37,3.8 Load data into Db2,Offline,CLO 5,T,- slide chapter  3.8,drive.google.com,Read chapter  3.8,
DAP391m,38,3.9 Setup server to provide REST API,Offline,CLO 5,T,- slide chapter  3.9,drive.google.com,Read chapter  3.9,
DAP391m,39,"Lab 4a: Building AI Applications with Watson APIs: chat bot, deploy on facebook",Offline,CLO 5,TU,"- slide chapter  3, lab 4",drive.google.com,"Read chapter  3, lab 4",
