SubjectCode,Session No,Name,Details
JPD123,31,CQ11.2,"Nội dung câu CQ11 .2 Khi muốn mời gọi, rủ rê hay đáp lại những lời mời gọi, rủ rê của ai đó sử dụng cấu trúc ngữ pháp gì trong tiếng Nhật? Sự khác nhau giữa cấu trúc Vませんかvà Vましょうlà gì?"
JPD123,32,CQ11.3,"Nội dung câu CQ11.3 Khi được ai đó rủ rê, nếu đồng ý tham gia sẽ trả lời như thế nào? Nếu không đồng ý tham gia sẽ trả lời như thế nào?"
JPD123,32,CQ11.4,"Nội dung câu CQ11.4 Khi được ai đó mời mọc, nhưng mình đã có hẹn hoặc đã có việc riêng khác... nói như thế nào để thể hiện lý do?"
JPD123,33,CQ11.5,"Nội dung câu CQ11.5 Khi muốn diễn tả một sự kiện (lớn) được tổ chức hoặc xảy ra ở nơi nào đó, sử dụng cấu trúc ngữ pháp gì?"
JPD123,34,CQ12.1,"Nội dung câu CQ12.1 Khi muốn diễn đạt mình có bao nhiêu tờ vé xem phim, hoặc đã mua bao nhiêu con tem...  sử dụng cấu trúc ngữ pháp gì để diễn đạt?"
JPD123,34,CQ12.2,Nội dung câu CQ12.2 Có những loại so sánh gì?  Những từ vựng nào có thể sử dụng cho các câu so sánh?
JPD123,35,CQ12.3,"Nội dung câu CQ12.3 Khi muốn yêu cầu người nghe lựa chọn 1 đối tượng nào đó có nội dung được biểu thị qua tính từ ở mức độ cao nhất, sử dụng cấu trúc ngữ pháp gì?Cách trả lời cho loại câu hỏi này như thế nào?"
JPD123,36,CQ12.4,Nội dung câu CQ12.4 Sử dụng cấu trúc ngữ pháp gì để hỏi lựa chọn giữa 2 phương án A và B? Cách để trả lời khi chọn 1 trong 2 phương án là gì?
JPD123,37,CQ13.1,"Nội dung câu CQ13.1 Những từ vựng nào liên quan đến món ăn, phương tiện giao thông? Những tính từ nào có thể sử dụng để diễn đạt so sánh giữa 2 đối tượng với nhau?"
JPD123,37,CQ13.2,"Nội dung câu CQ13.2 Khi muốn nói: ""Món ăn Thái Lan cay hơn món ăn của Nhật Bản"" thì sẽ sử dụng cấu trúc ngữ pháp nào?"
JPD123,38,CQ13.3,Nội dung câu CQ13.3 So sánh sự khác nhau giữa các biện pháp so sánh.  1: N1で　N２が　いちばんAです 2: Ｎ１と　Ｎ２と　どちらが　Ａですか 3: Ｎ１は　Ｎ２より　Aです
JPD123,39,CQ13.4,Nội dung câu CQ13.4 Khi muốn hỏi bạn bè rằng: Bạn đã ăn cơm chưa hay đã thực hiện xong hành động nào đó chưa? Sẽ sử dụng cấu trúc ngữ pháp nào để hỏi?
JPD123,39,CQ13.5,Nội dung câu CQ13.5 Khi được hỏi: Bạn đã ....chưa? Sẽ trả lời như thế nào nếu mình đã thực hiện hành động đó? Trả lời như thế nào nếu chưa thực hiện hành động đó?
JPD123,40,CQ14.1,"Nội dung câu CQ14.1 Khi muốn thông báo một nội dung mới mà mình  nghĩ rằng người nghe chưa biết. Ví dụ: Việt Nam  đẹp lắm đấy"""
JPD123,41,CQ14.2,"Nội dung câu CQ14.2 Khi bạn rủ đi chơi hay đi xem phim mà chưa chốt đi đâu? Xem phim gì?. Trong trường hợp này, muốn  đưa ra một phương án (gợi ý) của mình thì mình sẽ biểu đạt như thế nào?"
JPD123,42,CQ14.3,"Nội dung câu CQ14.3 Cách đọc của những chữ hán tự này sang âm ON, KUN như thế nào? Từ ghép của những chữ Hán tự  này đọc như thế nào? Ý nghĩa của từ ghép là gì?"
JPD123,44,CQ15.1,Nội dung câu CQ15.1 Khi muốn nói vị trí của 1 vật ta có thể dùng những cấu trúc câu như thế nào?
JPD123,44,CQ15.2,Nội dung câu CQ15.2 Những từ chỉ vị trí cụ thể được liệt kê trong bài 7 là gì?
JPD123,45,CQ15.3,Nội dung câu CQ15.3 Sự khác nhau giữa 2 từ chỉ vị trí là となり vàよこ là gì?
JPD123,45,CQ15.4,"Nội dung câu CQ15.4 Cách tạo nên 1 danh từ chỉ vị trí trong đó  có bao gồm từ chỉ vị trí cụ thể như trong, ngoài…là gì?"
JPD123,45,CQ15.5,Nội dung câu CQ15.5 Khi muốn đặt câu hỏi về vị trí của 1 vật ta dùng các câu như thế nào?
JPD123,46,CQ16.1,Nội dung câu CQ16.1 Khi muốn nói vị trí của 1 người hoặc con vật ta có thể dùng những cấu trúc câu như thế nào?
JPD123,46,CQ16.2,Nội dung câu CQ16.2 Khi muốn đặt câu hỏi về vị trí của người hoặc con vật ta dùng các câu như thế nào?
JPD123,47,CQ16.3,Nội dung câu CQ16.3 Khi ta muốn mô tả vị trí mình đang đứng  thì ta thường nói những thông tin như thế  nào?
JPD123,48,CQ16.4,"Nội dung câu CQ16.4 Muốn trình bày thông tin ở đâu đó có ai,  cái gì trong tiếng Nhật thì nói như thế nào?"
JPD123,48,CQ16.5,"Nội dung câu CQ16.5 Khi muốn hỏi đặt câu hỏi cho loại câu ở  đâu có cái gì, có ai thì nói như thế nào?"
JPD123,49,CQ17.1,Nội dung câu CQ17.1 Động từ thể Te trong tiếng Nhật được chia từ động từ thể Masu như thế nào?
JPD123,50,CQ17.2,"Nội dung câu CQ17.2 Khi muốn yêu cầu, ra lệnh, nhờ vả ai đó làm gì cho mình thì nói như thế nào?"
JPD123,51,CQ17.3,"Nội dung câu CQ17.3 Trợ từ để chỉ phương tiện, cách thức làm gì đó là gì? Trợ từ này có cách dùng khác là  gì? Hãy phân biệt các cách dùng này."
JPD123,51,CQ17.4,Nội dung câu CQ17.4 Khi muốn nói cách thức làm việc gì đó thì sẽ chia động từ như thế nào? Lấy ví dụ minh họa với từ vựng đã học.
JPD123,51,CQ17.5,Nội dung câu CQ17.5 Cách sử dụng của từ để hỏi どの là gì? Dùng trong tình huống như thế nào?
JPD123,52,CQ18.1,Nội dung câu CQ18.1 Cách sử dụng của từ để hỏi どれ  là gì? Dùng trong tình huống như thế nào?
JPD123,53,CQ18.2,Nội dung câu CQ18.2 Khi muốn nói mình hoặc ai đó đang làm gì thì sử dụng cấu trúc gì? Lấy ví dụ minh họa với các từ vựng đã học.
JPD123,54,CQ18.3,Nội dung câu CQ18.3 Khi muốn đề nghị làm việc gì đó cho người khác thì nói như thế nào trong tiếng Nhật?
JPD123,54,CQ18.4,Nội dung câu CQ18.4 Khi muốn nhấn mạnh rằng chính mình hoặc ai đó đã hoặc sẽ làm việc gì đó thì nói như thế nào?
JPD123,54,CQ18.5,Nội dung câu CQ18.5 Khi muốn thông báo cái gì đó vẫn còn hoặc đã hết rồi thì dùng cấu trúc nào?  Phân biệt với cách dùng khác của các cấu trúc này.
JPD123,56,CQ19.1,"Nội dung câu CQ19.1 3 chữ Hán đầu tiên của bài 7 có cách đọc  âm On, Kun như thế nào? Các từ ghép đọc là gì? Ý nghĩa của các từ ghép đó?"
JPD123,56,CQ19.2,"Nội dung câu CQ19.2 4 chữ Hán cuối của bài 7 có cách đọc âm  Ôn, Kun như thế nào? Các từ ghép đọc là  gì? Ý nghĩa của các từ ghép đó?"
JPD123,57,CQ19.3,Nội dung câu CQ19.3 Câu hỏi trong bài đọc hiểu T134 có câu trả lời là gì?
MAI391,1,HCM_CQ1,Give at least 3 norms in Rn.
MAI391,1,HCM_CQ2,How a norm can be defined using an inner product?
MAI391,2,HCM_CQ3,"Explain why the distance between (1, 0, 0) and (2, 0, 0) can differ from 1?"
MAI391,2,HCM_CQ4,Explain how distances and angles can be used to examine the similarity of two vectors.
MAI391,3,HCM_CQ5,Why orthonormal sets are important in computing?
MAI391,4,HCM_CQ6,"Find the projection matrix of the orthogonal projection along the vector b = (b1, b2, b3)."
MAI391,4,HCM_CQ7,"What is the projection matrix of an orthogonal projection onto a vector space spanned by the the set of vectors B = {b1, b2, ..., bm}?"
MAI391,5,HCM_CQ8,Give explaination with example how elementary operations can be used to compute determinants.
MAI391,6,HCM_CQ9,Show that eigenvectors from different eigenspace of a symmetric matrix are orthogonal.
MAI391,6,HCM_CQ10,Give examples to illustrate the Gram-Schmidt process.
MAI391,7,HCM_CQ11,If A is diagonalizable and with positive eigenvalues; is it possible that there exists some matrix B such that A = B^2?
MAI391,7,HCM_CQ12,What are benefits of matrix diagonalization?
MAI391,8,HCM_CQ13,Explain why SVD can be performed for every matrix.
MAI391,9,HCM_CQ14,Compare SVD and eigendecomposition. Give examples.
MAI391,10,HCM_CQ15,"Given an SVD of a 2x3 matrix A, compute the best rank-1 approximation of A."
MAI391,10,HCM_CQ16,State the formula for calculating the relative error of approximation a matrix using the spectral norm.
MAI391,11,HCM_CQ17,State the chain rule for univariate functions. Give examples.
MAI391,11,HCM_CQ18,What is the main benefit of the chain rule?
MAI391,12,HCM_CQ19,Given an mxn matrix A and f(x) = Ax. What is the size of the gradient of f with respect to x?
MAI391,13,HCM_CQ20,Given an mxn matrix A and f(A) = Ax. What is the size of the gradient of f with respect to A?
MAI391,14,HCM_CQ21,State the matrix version of the chain rule for vector-valued functions.
MAI391,16,HCM_CQ22,What is the backpropagation algorithm?
MAI391,16,HCM_CQ23,Why is backpropagation important for neural networks?
MAI391,17,HCM_CQ24,What is the Hessian of a function? Give examples.
MAI391,17,HCM_CQ25,Compare the size of gradient and Hessian.
MAI391,18,HCM_CQ26,"How can we use polynomials to approximate the value of a multivariate function f(x,y)? Give an example."
MAI391,24,HCM_CQ27,"In the 2012 presidential election, exit polls from the critical state of Ohio provided the following results: Total Obama Romney No college degree (60%): 52% 45% College graduate (40%): 47% 51% Give some conclusions you can draw."
MAI391,25,HCM_CQ28,Give example of a joint probability distribution for two discrete random variables.
MAI391,25,HCM_CQ29,Give example of a joint distribution for two continuous random variables.
MAI391,26,HCM_CQ30,"Are E(X | Y), E(Y | X), E(XY) the same? Explain and give examples."
MAI391,27,HCM_CQ31,Assume X is normally distributed with a mean of mu and a standard deviation of sigma. Give some conclusions you can draw.
MAI391,29,HCM_CQ32,Explain how gradient descent works.
MAI391,29,HCM_CQ33,What are versions of gradient descent?
MAI391,30,HCM_CQ34,What are Lagrange multipliers? Give examples.
MAI391,31,HCM_CQ35,What are constrained optimization problems?
MAI391,31,HCM_CQ36,How are Lagrange multipliers used to solve optimization problem? Give examples.
MAI391,32,HCM_CQ37,What are convex sets?
MAI391,32,HCM_CQ38,Why are convex optimization important?
MAI391,33,HCM_CQ39,List some ways you can construct a convex set from two convex sets.
MAI391,34,HCM_CQ40,What are convex functions?
MAI391,34,HCM_CQ41,List some ways you can obtain a convex function from two convex functions.
MAI391,37,HCM_CQ42,State the problem of simple linear regression.
MAI391,37,HCM_CQ43,State the multiple linear regression problem in matrix version.
MAI391,38,HCM_CQ44,What are the assumptions of linear regression?
MAI391,38,HCM_CQ45,What does it mean by 'unbiases estimator'?
MAI391,39,HCM_CQ46,Find an estimate for linear regression problem using OLS.
MAI391,39,HCM_CQ47,State the Gauss-Markov theorem.
MAI391,40,HCM_CQ48,Give a simple example of ML method. Find an estimate of coefficients using ML.
MAI391,41,HCM_CQ49,What is Bayesian linear regression used for?
MAI391,43,HCM_CQ50,State the goal of PCA.
MAI391,43,HCM_CQ51,"Explain the concepts: data covariance matrix, principal components, eigenvalues, eigenvectors."
MAI391,44,HCM_CQ52,Why 'maximum variance' instead of 'minimum'?
MAI391,45,HCM_CQ53,How can we choose the first PC?
MAI391,45,HCM_CQ54,How can we choose the second PC?
MAI391,46,HCM_CQ55,How can we choose the next PC after we have chosen m-1 PCs?
MAI391,48,HCM_CQ56,What is the relationship between PCA and SVD?
MAI391,48,HCM_CQ57,How can we apply PCA to the so-called eigenfaces?
MAI391,49,HCM_CQ58,Why is large dimensionality a concern in PCA?
MAI391,50,HCM_CQ59,What are key steps to perform PCA in practice?
MAI391,50,HCM_CQ60,Which step in PCA is the most important?
MAI391,51,HCM_CQ61,What are hyperplane? Give examples.
MAI391,52,HCM_CQ62,State the goal of SVM.
MAI391,52,HCM_CQ63,"Explain the concepts: hyperplane, margin."
MAI391,53,HCM_CQ64,Is finding SVM a convex optimization problem?
MAI391,54,HCM_CQ65,What are hard margin SVMs?
MAI391,54,HCM_CQ66,What are soft margin SVMs?
MAI391,55,HCM_CQ67,Why dual?
MAI391,56,HCM_CQ68,What are support vectors?
MAI391,56,HCM_CQ69,How can we find all support vectors?
MAI391,57,HCM_CQ70,What are kernel SVMs?
MAI391,57,HCM_CQ71,Why are kernel tricks important?
MAI391,58,HCM_CQ72,Why are numerical solutions important?
MAS291,1,CQ1_DN,Statistics is the science of data. What are the basic data collection methods?
MAS291,1,CQ1_HCM,What are parameters of the population and statistics of a sample?
MAS291,1,CQ2_HCM,List some commonly used parameters and statistics.
MAS291,2,CQ1_DN,An event is a subset of the sample space of a random experiment. Can we describe new events from combinations of existing events?
MAS291,2,CQ1_HCM,What are the differences between empirical and mechanistic models?
MAS291,3,CQ1_DN,Counting the numbers of outcomes in the sample space and various events are used to analyze the random experiments. What are important techniques?
MAS291,3,CQ1_HCM,Give two different definitions of the concept of events.
MAS291,4,CQ1_DN,"For discrete sample spaces S consisting of (equally likely) outcomes, the probability of an event E (a subset of S) equals the sum of the probabilities of the outcomes in E. Can we determine the probability of a joint event from the probabilities of the individual events that comprise it?"
MAS291,4,CQ1_HCM,"What are independent events and mutually exclusive events? How do they affect the formula for computing the probabilities of the union event, the intersection event?"
MAS291,5,CQ1_DN,Sometimes probabilities need to be reevaluated as additional information becomes available. Can you give the definition of conditional probabilities and some examples?
MAS291,5,CQ1_HCM,How to check whether two events are independent?
MAS291,6,CQ1_DN,"Sometimes the probability of an event is given under each of several conditions. With enough of these conditional probabilities, how to recover the probability of the event?"
MAS291,6,CQ1_HCM,What conditions must be fulfilled to be able to use the total probability rule?
MAS291,6,CQ2_HCM,Give an example that uses the rule of total probability.
MAS291,7,CQ1_DN,"Conditional probabilities commonly provide the probability of an event given a condition. But after a random experiment generates an outcome, can we find out the probability that a condition was present given an outcome?"
MAS291,7,CQ1_HCM,Why is Bayes Theorem important for probability?
MAS291,8,CQ1_DN,The concept of independence is an important relationship between events. Can you give the definition of independence and some examples?
MAS291,8,CQ1_HCM,What is a random variable? Give some examples.
MAS291,9,CQ1_DN,The probability distribution of a discrete random variable X is a description of the probabilities associated with the possible values of X. How many popular ways to describe a probability distribution?
MAS291,9,CQ1_HCM,Compare the difference between discrete and continuous variables.
MAS291,9,CQ2_HCM,Give some examples of discrete and continuous variables.
MAS291,10,CQ1_HCM,What is a probability mass function?
MAS291,10,CQ2_HCM,What is the difference between a probability mass function and a cumulative mass function?
MAS291,11,CQ1_HCM,"How do you find the probability mass function if the cumulative distribution function is given, and vice versa? Give an example to illustrate your claim."
MAS291,12,CQ1_DN,What is the simplest discrete random variable? Can we numerically summarize its probability distribution?
MAS291,12,CQ1_HCM,"Give a table of data showing a car rental company's revenue over the year, what do the expected value and variance represent?"
MAS291,13,CQ1_DN,How to calculate the probability of k successes in a random experiment consists of n Bernoulli trials?
MAS291,13,CQ1_HCM,Give an example of a binomial random variable that you have seen in high school.
MAS291,14,CQ1_DN,Is negative binomial distribution a generalization of a geometric distribution? Why do we call this distribution a negative binomial distribution?
MAS291,14,CQ1_HCM,"How to distinguish the differences among a binomial, geometric and negative binomial random variable?"
MAS291,14,CQ2_HCM,"Give examples of biomial, geometric, and hypergeometric distributions."
MAS291,15,CQ1_DN,"In randomly sampling from a batch of items classified as successes or failures, an item may or may not be replaced before the next one is selected. Does it exist or not a general formula for computing probabilities when samples are selected without replacement?"
MAS291,15,CQ1_HCM,When is a random variable called a hypergeometric variable? Show an example.
MAS291,16,CQ1_DN,"A widely-used distribution emerges as the number of trials in a binomial experiment (with parameters n, p) increases to infinity while the mean of the distribution remains constant (n increases and p decreases accordingly). What is this?"
MAS291,16,CQ1_HCM,What properties are required to use the Poisson distribution?
MAS291,16,CQ2_HCM,Give two real life examples for which Poisson distributions are used as models.
MAS291,17,CQ1_HCM,What are the properties required to use the binomial distribution?
MAS291,18,CQ1_HCM,What is the meaning of the expected value of a variable?
MAS291,18,CQ2_HCM,Explain how to compute expected value of a random variable by examples.
MAS291,19,CQ1_DN,"Because the number of possible values of a continuous random variable X is uncountably infinite, X has a distinctly different distribution from the discrete random variables studied previously. How to describe the probability distribution of X?"
MAS291,19,CQ1_HCM,What makes a function a density function?
MAS291,20,CQ1_HCM,What is the cumulative distribution function of a continuous random variable and its properties?
MAS291,21,CQ1_DN,The simplest continuous distribution is analogous to its discrete counterpart. Give some information about it?
MAS291,21,CQ1_HCM,How do you find the mean of a continuous random variable?
MAS291,21,CQ2_HCM,How do you find the variance of a continuous random variable?
MAS291,22,CQ1_DN,"Probabilities of intervals can be found by using the cumulative distribution function, the basic rules of probability and the symmetry of the normal distribution. Can you illustrate the method by some examples?"
MAS291,22,CQ1_HCM,What are the characteristics of a continuous uniform distribution?
MAS291,23,CQ1_DN,We know how to calculate probabilities for standard normal random variables. Can we apply the method to find the probabilities associated with an arbitrary normal random variable?
MAS291,23,CQ1_HCM,What are the main properties of normal distribution?
MAS291,23,CQ2_HCM,What is the rule called '68-95-99 rule'?
MAS291,24,CQ1_DN,"For cases in which the number of trials is large, it is difficult to calculate probabilities by using the binomial distribution. How do statisticians deal with this problem?"
MAS291,24,CQ1_HCM,How could you find the area between two values under the normal curve?
MAS291,25,CQ1_DN,"It is known that, there are intimate connections between three distributions of binomial, hypergeometric and Poisson. What are they? Is it possible to use them to approximate hypergeometric and binomial probabilities?"
MAS291,25,CQ1_HCM,What is the difference between a normal distribution and a binomial distribution?
MAS291,26,CQ1_DN,The Poisson distribution defines a random variable to be the number of events occurring in a fixed interval of time if these events occur with a known constant mean rate and independently of time since the last event. Can we describe the probability distribution of the time between those events?
MAS291,26,CQ1_HCM,What is the exponential distribution?
MAS291,26,CQ2_HCM,Where is the exponential distribution used in the real world?
MAS291,27,CQ1_DN,An important aspect of dealing with data is organizing and summarizing the data. How should we numerically summarize the information in these data?
MAS291,27,CQ1_HCM,List some ways to measure central tendency. What are the formulas?
MAS291,28,CQ1_DN,The graphical techniques are very useful in constructing and interpreting visual data displays. What are most popular techniques?
MAS291,28,CQ1_HCM,How do you construct a table of frequency distribution and the corresponding histogram? Give an illustrative example.
MAS291,29,CQ1_HCM,"Is a Box plot used for outlier detection? How do you find them, if possible?"
MAS291,30,CQ1_HCM,Give an example of time series.
MAS291,30,CQ2_HCM,What are the applications of time series analysis in practice?
MAS291,31,CQ1_DN,One of the most useful theorems in statistics called the central limit theorem. What is this?
MAS291,31,CQ1_HCM,What is an unbiased and biased estimator? Give an example.
MAS291,32,CQ1_DN,How to use the central limit theorem to determine the point estimate for the proportion?
MAS291,32,CQ1_HCM,What is the difference between a population distribution and a sampling distribution?
MAS291,33,CQ1_HCM,"Why does the standard error of the sample mean decrease as the sample size, n, increases?"
MAS291,33,CQ2_HCM,What is the formula for calculating the standard error of the sample mean when the sample size is n?
MAS291,34,CQ1_HCM,In what conditions is the sampling distribution of the sample mean approximately normal?
MAS291,35,CQ1_DN,"There is nothing inherent in the sample mean that provides any information about how close it is to the unknown true mean. Can we produce the interval that contains the true mean of a normal distribution, variance known?"
MAS291,35,CQ1_HCM,Why don't we use 100% confidence in correctly estimating the population parameters?
MAS291,36,CQ1_HCM,What is the difference between a confidence interval and a confidence level?
MAS291,36,CQ2_HCM,Analyze the influence of increasing the confidence level to the width of the corresponding confidence interval.
MAS291,37,CQ1_DN,"Check the affirmation that ""The general appearance of the t distribution is similar to the standard normal distribution."""
MAS291,37,CQ1_HCM,What is the t-distribution?
MAS291,37,CQ2_HCM,When should you use the t-distribution to design a confidence interval estimate for the mean?
MAS291,38,CQ1_DN,How to construct confidence intervals on the mean of a normal distribution when the sample is small and its variance is unknown?
MAS291,38,CQ1_HCM,How would you interpret a 95% confidence interval for the mean?
MAS291,39,CQ1_HCM,"When determining the required sample size for a given confidence level and the error, how does the sample size change as we increase/decrease the population proportion?"
MAS291,40,CQ1_HCM,"For a fixed sample size, increasing the confidence level will widen (or make it less precise) the confidence interval. Show your opinion about this statement."
MAS291,41,CQ1_HCM,What does P-value mean?
MAS291,42,CQ1_DN,What is the difference between two approaches used in hypothesis testing: critical value and p-value?
MAS291,42,CQ1_HCM,What is the difference between a Type I error and a Type II error?
MAS291,42,CQ2_HCM,How do we calculate a type II error?
MAS291,43,CQ1_HCM,What is the difference between a one-tailed test and a two-tailed test?
MAS291,44,CQ1_HCM,What is the test statistic on the mean of a normal distribution with known variance?
MAS291,44,CQ2_HCM,What is formula for finding the test statistic on the mean of a normal distribution with known variance?
MAS291,45,CQ1_HCM,When do you use the t-test for testing a hypothesis?
MAS291,46,CQ1_HCM,How can you use the p-value approach to the Z-test of the hypothesis for the proportion?
MAS291,47,CQ1_HCM,Which test can be used for the difference between the two means? Why?
MAS291,47,CQ2_HCM,Give an example of testing the difference between the two means.
MAS291,48,CQ1_HCM,Under what conditions should you use the pooled-variance to test the differences in the means of two independent populations?
MAS291,49,CQ1_HCM,What are the assumptions for the two samples' proportion test?
MAS291,50,CQ1_HCM,"In two independent populations, what are the similarities and differences between the hypothesis test and the confidence interval estimate for the difference between two proportions?"
MAS291,51,CQ1_HCM,What is the problem setting of simple linear regression?
MAS291,51,CQ2_HCM,Find some applications of regression in the real world.
MAS291,52,CQ1_HCM,What is a dependent and independent variable? Explain them with examples.
MAS291,53,CQ1_HCM,What is the interpretation of the Y intercept and the slope in the simple linear regression equation?
MAS291,54,CQ1_HCM,What are the required assumptions of regression analysis?
MAS291,54,CQ2_HCM,Explain the meaning of the word 'linear' in the concept 'linear regression'.
MAS291,55,CQ1_DN,How to determine whether there is a significant linear relationship between two variables in the population?
MAS291,55,CQ1_HCM,What is the difference between the sample correlation coefficient and coefficient of determination?
MAS291,55,CQ2_HCM,Explain the meaning of R^2?
MAS291,56,CQ1_HCM,Which test statistic is used to test the relationship between two variables?
MAS291,57,CQ1_HCM,"Using the Wage dataset (education on wages) from 57 to 60. Classify the following variable: nearc4, educ, age, black, wage, IQ, married, exper, lwage, and expersq."
MAS291,58,CQ1_HCM,What are the coefficients slope and intercept?
MAS291,58,CQ2_HCM,"Run regression equation of educ on wage, interpret the slope and the intercept from the output."
MAS291,59,CQ1_HCM,Suppose that you examine two models: educ on wage and educ on lwage. Which model is better? Why?
MAS291,60,CQ1_HCM,You are interested in studying factors affecting wages. Which models should you recommend?
SSG104,1,CQ1.1,"Why should we study ""Communication and In-Group Working Skills"" subject ?"
SSG104,3,CQ1.2,"In your opinion, what is the most important team characteristic? Why ?"
SSG104,3,CQ1.3,Group Vs Team: What’s the difference?
SSG104,4,CQ2.1,Prisoner's Dilemma: Is Cooperation Always the Right Answer?
SSG104,4,CQ2.2,"Which is stronger, Individual Differences in Cooperation or Situational Influences of Cooperation?"
SSG104,5,CQ2.3,What is the psychological significance of groups?
SSG104,5,CQ2.4,How do groups form and develop? What kinds of stages do they go through?
SSG104,6,CQ2.5,"Have you ever been part of a group that made a poor decision and, if so, were any of the symptoms of groupthink present in your group?"
SSG104,6,CQ2.6,Group debate: Does an individual or a group make better decisions?
SSG104,7,CQ3.1,What are the meaning of social comparison theory? How can social comparison affect a person?
SSG104,7,CQ3.2,What is the effects of social comparison? Can you give the example in a real life situation illustrating each type of social comparison and analyze the possible effects of social comparison in this situation?
SSG104,8,CQ3.3,What are situational factors that can affect social comparison?
SSG104,8,CQ3.4,"What is an example of social comparison? (in their daily lives, folk and proverbs, song lyrics, literature, movies…)."
SSG104,9,CQ3.5,"Among all concepts about groups that you learn via this session, which one do you think you can apply to your university studies?"
SSG104,9,CQ3.6,"How do you feel about the teamwork in your project team so far? What do you like, what do you not like? Share a lesson learned you find most outstanding from the beginning of the this subject"
SSG104,9,CQ3.7,List all the things you've contributed for your team from the begining of this subject . And what do you need to improve in teamwork?
SSG104,10,CQ4.1,What are the diferences between thought and thinking?
SSG104,10,CQ4.2,What is a partiular learning objective that you want to achieve within this year?
SSG104,10,CQ4.3,How did you apply different levels of Bloom's Taxonomy to your learning in college? Share at least one example for each level.
SSG104,11,CQ4.4,Watch a video of a brainstorming session: https://youtu.be/VvdJzeO9yN8 Which rules of brainstorming could be drawn from this observation?
SSG104,11,CQ4.5,"Project application: Which creative solutions or marketing strategies can you suggest to your group's ""Social initiative"" Project? How did you stimulate them?"
SSG104,12,CQ4.6,"How could you tell a creative story based on spontaneous pictures? Work in groups to produce 10-15 photos around your campus, and arrange them to create a story for presentation."
SSG104,13,CQ5.1,What are the components of a project proposal? Strategies to write an effective proposal?
SSG104,14,CQ5.2,What is the most challenging part to compose in a busisness  proposal? Why?
SSG104,15,CQ5.3,Have you ever been impressed by a business proposal? Which point do you like best? Why?
SSG104,16,CQ6.1,How can you define the concept of critical thinking? Explain by giving example(s)
SSG104,16,CQ6.2,What strategies may help you solve problems using critical thinking skills? How can you develop yourself as a critical thinker?
SSG104,17,CQ6.3,How do you use logic in critical thinking? Analyse a case-study in newspapers or social media to emphasize
SSG104,17,CQ6.4,"The following people are on the waiting list for heart surgery. There is only one heart that has recently been donated, and this surgery is the only chance for all of them. To whom would you choose to give the heart? Explain your decision.  Case 1: A 69-year-old renowned professor at Havard university who won a Nobel prize for his outstanding contribution to medicine.  Case 2: A 32-year-old woman living in a slum, mother of 7 children whose father(s) is(are) unknown, unemployed, and alcoholic.  Case 3: A 20-year-old girl, is HIV positive. She dropped out of high school but just managed to get back to study and got into a university this year."
SSG104,18,CQ6.5,How can you make a draft of the Executive Summary (for your project proposal) ?
SSG104,19,CQ7.1,What are your critical feedback for the project proposal of other teams?
SSG104,20,CQ7.2,"Considering the project proposal's presentations of other teams, what do you like, what's not? What should they improve?"
SSG104,21,CQ7.3,"If you were in that presentation, what would you do differently?"
SSG104,22,CQ8.1,Where does the power come from? Are there different kinds of power? Take group pictures that simulate all different kinds of power you know. Share and explain about each picture.
SSG104,22,CQ8.2,Can a group function without power? What causes some people to be vulnerable to power attempts?
SSG104,22,CQ8.3,"What have you done (or will you do) to ""develop"" the following forms of power? -Expert power -Referent power"
SSG104,23,CQ8.4,What is the nature of leadership and the leadership process? Describe your favourite leader/influencer. What elements that make him or her a good leader?
SSG104,24,CQ8.5,"Case Study: DESERT ISLE https://docs.google.com/document/d/1y2652TsXCKCRhP3x97w7f_nNSqHjLeLE2NCgBSUUIlM/edit  Discussion Questions:  - If you need to choose one person to become a leader guiding these group of people to survive on the island and find way(s) home, who would it be? - Were there certain individuals who were immediately eliminated from consideration? Why?  - Did your selected leader possess all of the traits you would have liked to see in a leader in this situation? What are those traits?  - What additional traits would make that individual a better leader?  - Did that person have any traits you would not have liked to see in this situation? Why did you select the person anyway?  - Did age, culture, or gender influence the group’s decisions?"
SSG104,25,CQ9.1,How to work in a diverse team effectively? Use the Divergent Cuttural Dimensions to analyze the culture of a given country (Vietnam/US/Korea…)
SSG104,26,CQ9.2,"In this video, why does conflict happen? How did it develop? If you were one of the sisters, what would you do to help resolve the conflict? Link: https://www.youtube.com/watch?v=W6buF8URGLU"
SSG104,27,CQ9.3,What modes of conflict resolution do you find yourself usually using when faced with a conflict in your SSG104 group? Why? What did you do to prevent or reduce conflict in your group?
SSG104,28,CQ10.1,"How can you identify the difference between occasional negative emotions and more serious mental health issues, such as anxiety disoder or depression?"
SSG104,28,CQ10.2,How can a person realize they have stress? How does stress affect your mind and body?
SSG104,28,CQ10.3,Is stress always harmful? What solutions can be used to overcome stress?
SSG104,29,CQ10.4,What part of this session impressed you the most? Why?
SSG104,30,CQ10.5,What part of the session was the hardest for you? What do you need prepare to practice this content in life in the best way?
SSG104,31,CQ11.1,In which ways does nonverbal communication express? How many types of nonverbal communication can you identify?
SSG104,31,CQ11.2,"How would you rate your non-verbal competencies in communication? (Do you feel confident or not, what are your strengths/weaknesses, what can you do to improve?)"
SSG104,32,CQ11.3,What are tips to perfect your nonverbal communication? What are Do's and Don'ts of listening in communication?
